"Number","Name","AssetId","TechnologyId","Category","TypeA","TypeB","Rank","Rarity","Price","Weight","StackSize","Description","ImageUrl","LocalIcon","PaldeckUrl","CommandGive","CommandGiveMe"
,"Starfruit ☆2","Rankup_2","Rankup_2","Food","EPalItemTypeA::Consume","EPalItemTypeB::ConsumePalRankUp","2","3","10","1","9999","A magical fruit, said to be seen only on the rarest of occasions. Raises a Pal’s rank from ☆1 to ☆2.",,,"https://paldeck.cc/items/Rankup_2","!give Rankup_2:9999","!giveme Rankup_2:9999"
,"Starfruit ☆3","Rankup_3","Rankup_3","Food","EPalItemTypeA::Consume","EPalItemTypeB::ConsumePalRankUp","3","3","10","1","9999","A magical fruit, said to be seen only on the rarest of occasions. Raises a Pal’s rank from ☆2 to ☆3.",,,"https://paldeck.cc/items/Rankup_3","!give Rankup_3:9999","!giveme Rankup_3:9999"
,"Starfruit ☆4","Rankup_4","Rankup_4","Food","EPalItemTypeA::Consume","EPalItemTypeB::ConsumePalRankUp","4","3","10","1","9999","A magical fruit, said to be seen only on the rarest of occasions. Raises a Pal’s rank from ☆3 to ☆4.",,,"https://paldeck.cc/items/Rankup_4","!give Rankup_4:9999","!giveme Rankup_4:9999"
,"Ripe Starfruit","Rankup_Arbitrary","Rankup_Arbitrary","Food","EPalItemTypeA::Consume","EPalItemTypeB::ConsumePalRankUp","6","4","10","1","9999","A magical fruit, said to be seen only on the rarest of occasions. Raises a Pal’s rank by one.",,,"https://paldeck.cc/items/Rankup_Arbitrary","!give Rankup_Arbitrary:9999","!giveme Rankup_Arbitrary:9999"
,"en Text +73","RecurveBow","RecurveBow","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponBow","99","0","1","15","1","en Text",,,"https://paldeck.cc/items/RecurveBow","!give RecurveBow:9999","!giveme RecurveBow:9999"
,"Reinforced Arrow","ReinforcedArrow","ReinforcedArrow","Ammo","EPalItemTypeA::Ammo","EPalItemTypeB::ConsumeBullet","1","0","370","0.025","9999","Enhanced arrows for shooting with Compound Bow. Can be crafted at Primitive Workbench.",,,"https://paldeck.cc/items/ReinforcedArrow","!give ReinforcedArrow:9999","!giveme ReinforcedArrow:9999"
,"Lifmunk Effigy","Relic","Relic","Other","EPalItemTypeA::Essential","EPalItemTypeB::Essential","9","2",,"0","9999","A mysterious Pal effigy that can be found all around the Palpagos Islands. Players can enhance their abilities by offering them to a certain statue.",,,"https://paldeck.cc/items/Relic","!give Relic:9999","!giveme Relic:9999"
,"Lamball Effigy","Relic_01","Relic_01","Other","EPalItemTypeA::Essential","EPalItemTypeB::Essential","9","2",,"0","9999","A mysterious Pal effigy that can be found all around the Palpagos Islands. Players can enhance their abilities by offering them to a certain statue.",,,"https://paldeck.cc/items/Relic_01","!give Relic_01:9999","!giveme Relic_01:9999"
,"Pengullet Effigy","Relic_02","Relic_02","Other","EPalItemTypeA::Essential","EPalItemTypeB::Essential","9","2",,"0","9999","A mysterious Pal effigy that can be found all around the Palpagos Islands. Players can enhance their abilities by offering them to a certain statue.",,,"https://paldeck.cc/items/Relic_02","!give Relic_02:9999","!giveme Relic_02:9999"
,"Munchill Effigy","Relic_03","Relic_03","Other","EPalItemTypeA::Essential","EPalItemTypeB::Essential","9","2",,"0","9999","A mysterious Pal effigy that can be found all around the Palpagos Islands. Players can enhance their abilities by offering them to a certain statue.",,,"https://paldeck.cc/items/Relic_03","!give Relic_03:9999","!giveme Relic_03:9999"
,"Rooby Effigy","Relic_04","Relic_04","Other","EPalItemTypeA::Essential","EPalItemTypeB::Essential","9","2",,"0","9999","A mysterious Pal effigy that can be found all around the Palpagos Islands. Players can enhance their abilities by offering them to a certain statue.",,,"https://paldeck.cc/items/Relic_04","!give Relic_04:9999","!giveme Relic_04:9999"
,"Herbil Effigy","Relic_05","Relic_05","Other","EPalItemTypeA::Essential","EPalItemTypeB::Essential","9","2",,"0","9999","A mysterious Pal effigy that can be found all around the Palpagos Islands. Players can enhance their abilities by offering them to a certain statue.",,,"https://paldeck.cc/items/Relic_05","!give Relic_05:9999","!giveme Relic_05:9999"
,"Tanzee Effigy","Relic_06","Relic_06","Other","EPalItemTypeA::Essential","EPalItemTypeB::Essential","9","2",,"0","9999","A mysterious Pal effigy that can be found all around the Palpagos Islands. Players can enhance their abilities by offering them to a certain statue.",,,"https://paldeck.cc/items/Relic_06","!give Relic_06:9999","!giveme Relic_06:9999"
,"Depresso Effigy","Relic_07","Relic_07","Other","EPalItemTypeA::Essential","EPalItemTypeB::Essential","9","2",,"0","9999","A mysterious Pal effigy that can be found all around the Palpagos Islands. Players can enhance their abilities by offering them to a certain statue.",,,"https://paldeck.cc/items/Relic_07","!give Relic_07:9999","!giveme Relic_07:9999"
,"Cattiva Effigy","Relic_08","Relic_08","Other","EPalItemTypeA::Essential","EPalItemTypeB::Essential","9","2",,"0","9999","A mysterious Pal effigy that can be found all around the Palpagos Islands. Players can enhance their abilities by offering them to a certain statue.",,,"https://paldeck.cc/items/Relic_08","!give Relic_08:9999","!giveme Relic_08:9999"
,"Lunaris Effigy","Relic_09","Relic_09","Other","EPalItemTypeA::Essential","EPalItemTypeB::Essential","9","3",,"0","9999","A mysterious Pal effigy that can be found all around the Palpagos Islands. Players can enhance their abilities by offering them to a certain statue.",,,"https://paldeck.cc/items/Relic_09","!give Relic_09:9999","!giveme Relic_09:9999"
,"Relaxaurus Effigy","Relic_10","Relic_10","Other","EPalItemTypeA::Essential","EPalItemTypeB::Essential","9","3",,"0","9999","A mysterious Pal effigy that can be found all around the Palpagos Islands. Players can enhance their abilities by offering them to a certain statue.",,,"https://paldeck.cc/items/Relic_10","!give Relic_10:9999","!giveme Relic_10:9999"
,"Yakumo Effigy","Relic_11","Relic_11","Other","EPalItemTypeA::Essential","EPalItemTypeB::Essential","9","3",,"0","9999","A mysterious Pal effigy that can be found all around the Palpagos Islands. Players can enhance their abilities by offering them to a certain statue.",,,"https://paldeck.cc/items/Relic_11","!give Relic_11:9999","!giveme Relic_11:9999"
,"Mimog Effigy","Relic_12","Relic_12","Other","EPalItemTypeA::Essential","EPalItemTypeB::Essential","9","3",,"0","9999","A mysterious Pal Effigy that suddenly comes into your possession when you capture many Pals. Players can enhance their abilities by offering them to a certain statue.",,,"https://paldeck.cc/items/Relic_12","!give Relic_12:9999","!giveme Relic_12:9999"
,"Building Repair Kit","RepairKit","RepairKit","Materials","EPalItemTypeA::Consume","EPalItemTypeB::ConsumeOther","1","0","120","1","9999","Tools for repairing structures. Use it on destroyed structures to repair them.",,,"https://paldeck.cc/items/RepairKit","!give RepairKit:9999","!giveme RepairKit:9999"
,"Rifle Ammo","RifleBullet","RifleBullet","Ammo","EPalItemTypeA::Ammo","EPalItemTypeB::ConsumeBullet","2","0","280","0.025","9999","Ammo for the Single-Shot Rifle and similar weapons. Can be crafted at Weapon Workbench.",,,"https://paldeck.cc/items/RifleBullet","!give RifleBullet:9999","!giveme RifleBullet:9999"
,"en Text +74","RocketLauncher_NPC","RocketLauncher_NPC","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponRocketLauncher","99","0","1","99999","1","Unknown Description (RocketLauncher_NPC)",,,"https://paldeck.cc/items/RocketLauncher_NPC","!give RocketLauncher_NPC:9999","!giveme RocketLauncher_NPC:9999"
,"en Text +75","RocketLauncher_NPC_Otomo","RocketLauncher_NPC_Otomo","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponRocketLauncher","99","0","10","99999","1","Unknown Description (RocketLauncher_NPC_Otomo)",,,"https://paldeck.cc/items/RocketLauncher_NPC_Otomo","!give RocketLauncher_NPC_Otomo:9999","!giveme RocketLauncher_NPC_Otomo:9999"
,"Coarse Ammo","RoughBullet","RoughBullet","Ammo","EPalItemTypeA::Ammo","EPalItemTypeB::ConsumeBullet","2","0","40","0.025","9999","Ammo for the Musket, Makeshift Handgun, and similar weapons. Can be crafted at Weapon Workbench.",,,"https://paldeck.cc/items/RoughBullet","!give RoughBullet:9999","!giveme RoughBullet:9999"
,"Ruby","Ruby","Ruby","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialJewelry","2","0","20000","5","9999","A gemstone that glows red. Can be sold to a merchant for a high price.",,,"https://paldeck.cc/items/Ruby","!give Ruby:9999","!giveme Ruby:9999"
,"Salad","Salad","Salad","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishVegetable","2","0","380","0.3","9999","A Salad made by mixing Lettuce and Tomato. Eating it slightly improves work speed for a period of time.",,,"https://paldeck.cc/items/Salad","!give Salad:9999","!giveme Salad:9999"
,"Fishing Magnet","Salvage_TreasureBoxKey01","Salvage_TreasureBoxKey01","Other","EPalItemTypeA::Consume","EPalItemTypeB::ConsumeOther","1","1","1","0.1","9999","Unknown Description (Salvage_TreasureBoxKey01)",,,"https://paldeck.cc/items/Salvage_TreasureBoxKey01","!give Salvage_TreasureBoxKey01:9999","!giveme Salvage_TreasureBoxKey01:9999"
,"Powerful Fishing Magnet","Salvage_TreasureBoxKey02","Salvage_TreasureBoxKey02","Other","EPalItemTypeA::Consume","EPalItemTypeB::ConsumeOther","4","2","710","0.1","9999","A high-powered magnet used in advanced salvage operations. Its strong magnetic pull can retrieve resources and supplies from the ocean floor.",,,"https://paldeck.cc/items/Salvage_TreasureBoxKey02","!give Salvage_TreasureBoxKey02:9999","!giveme Salvage_TreasureBoxKey02:9999"
,"en Text +76","Sand","Sand","Other","EPalItemTypeA::Material","EPalItemTypeB::MaterialOre","1","1","1","3","9999","en Text",,,"https://paldeck.cc/items/Sand","!give Sand:9999","!giveme Sand:9999"
,"Sandwich","Sandwich","Sandwich","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishMeat","1","0","1","1","9999","Sandwich",,,"https://paldeck.cc/items/Sandwich","!give Sandwich:9999","!giveme Sandwich:9999"
,"Sapphire","Sapphire","Sapphire","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialJewelry","4","1","30000","5","9999","A gemstone that glows blue. Can be sold to a merchant for a high price.",,,"https://paldeck.cc/items/Sapphire","!give Sapphire:9999","!giveme Sapphire:9999"
,"en Text +77","Scales","Scales","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialMonster","1","0","1","0.5","9999","en Text",,,"https://paldeck.cc/items/Scales","!give Scales:9999","!giveme Scales:9999"
,"en Text +78","Scales2","Scales2","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialMonster","1","1","1","0.5","9999","en Text",,,"https://paldeck.cc/items/Scales2","!give Scales2:9999","!giveme Scales2:9999"
,"Seafood Salad","Seafood_Salada","Seafood_Salada","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishFish","3","1","1100","1","9999","A healthy salad made with Gloopie Tentacle and Lettuce. Eating it will slightly increase EXP gain for a period of time.",,,"https://paldeck.cc/items/Seafood_Salada","!give Seafood_Salada:9999","!giveme Seafood_Salada:9999"
,"Seafood Soup","SeafoodSoup","SeafoodSoup","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishFish","1","0","1","1","9999","Seafood Soup",,,"https://paldeck.cc/items/SeafoodSoup","!give SeafoodSoup:9999","!giveme SeafoodSoup:9999"
,"en Text +79","Seed_Tmp","Seed_Tmp","Consumables","EPalItemTypeA::Consume","EPalItemTypeB::ConsumeSeed","1","0","1","0.1","9999","en Text",,,"https://paldeck.cc/items/Seed_Tmp","!give Seed_Tmp:9999","!giveme Seed_Tmp:9999"
,"Semi-Auto Rifle","SemiAutoRifle","SemiAutoRifle","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponAssaultRifle","3","0","43200","20","1","A rifle that allows for a certain degree of rapid fire. It’s easy to aim and has high firepower, making it effective for mid-range combat.",,,"https://paldeck.cc/items/SemiAutoRifle","!give SemiAutoRifle:9999","!giveme SemiAutoRifle:9999"
,"Semi-Auto Rifle +1","SemiAutoRifle_2","SemiAutoRifle_2","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponAssaultRifle","3","1","53900","20","1","A rifle that allows for a certain degree of rapid fire. It’s easy to aim and has high firepower, making it effective for mid-range combat.",,,"https://paldeck.cc/items/SemiAutoRifle_2","!give SemiAutoRifle_2:9999","!giveme SemiAutoRifle_2:9999"
,"Semi-Auto Rifle +2","SemiAutoRifle_3","SemiAutoRifle_3","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponAssaultRifle","3","2","66770","20","1","A rifle that allows for a certain degree of rapid fire. It’s easy to aim and has high firepower, making it effective for mid-range combat.",,,"https://paldeck.cc/items/SemiAutoRifle_3","!give SemiAutoRifle_3:9999","!giveme SemiAutoRifle_3:9999"
,"Semi-Auto Rifle +3","SemiAutoRifle_4","SemiAutoRifle_4","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponAssaultRifle","3","3","78340","20","1","A rifle that allows for a certain degree of rapid fire. It’s easy to aim and has high firepower, making it effective for mid-range combat.",,,"https://paldeck.cc/items/SemiAutoRifle_4","!give SemiAutoRifle_4:9999","!giveme SemiAutoRifle_4:9999"
,"Semi-Auto Rifle +4","SemiAutoRifle_5","SemiAutoRifle_5","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponAssaultRifle","3","4","91200","20","1","A rifle that allows for a certain degree of rapid fire. It’s easy to aim and has high firepower, making it effective for mid-range combat.",,,"https://paldeck.cc/items/SemiAutoRifle_5","!give SemiAutoRifle_5:9999","!giveme SemiAutoRifle_5:9999"
,"Semi-Auto Shotgun","SemiAutoShotgun","SemiAutoShotgun","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponShotgun","4","0","79200","20","1","A rapid-fire shotgun with immense power. Its close-range damage output is top-notch.",,,"https://paldeck.cc/items/SemiAutoShotgun","!give SemiAutoShotgun:9999","!giveme SemiAutoShotgun:9999"
,"Semi-Auto Shotgun +1","SemiAutoShotgun_2","SemiAutoShotgun_2","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponShotgun","4","1","99260","20","1","A rapid-fire shotgun with immense power. Its close-range damage output is top-notch.",,,"https://paldeck.cc/items/SemiAutoShotgun_2","!give SemiAutoShotgun_2:9999","!giveme SemiAutoShotgun_2:9999"
,"Semi-Auto Shotgun +2","SemiAutoShotgun_3","SemiAutoShotgun_3","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponShotgun","4","2","121200","20","1","A rapid-fire shotgun with immense power. Its close-range damage output is top-notch.",,,"https://paldeck.cc/items/SemiAutoShotgun_3","!give SemiAutoShotgun_3:9999","!giveme SemiAutoShotgun_3:9999"
,"Semi-Auto Shotgun +3","SemiAutoShotgun_4","SemiAutoShotgun_4","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponShotgun","4","3","141260","20","1","A rapid-fire shotgun with immense power. Its close-range damage output is top-notch.",,,"https://paldeck.cc/items/SemiAutoShotgun_4","!give SemiAutoShotgun_4:9999","!giveme SemiAutoShotgun_4:9999"
,"Semi-Auto Shotgun +4","SemiAutoShotgun_5","SemiAutoShotgun_5","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponShotgun","4","4","163200","20","1","A rapid-fire shotgun with immense power. Its close-range damage output is top-notch.",,,"https://paldeck.cc/items/SemiAutoShotgun_5","!give SemiAutoShotgun_5:9999","!giveme SemiAutoShotgun_5:9999"
,"Hexolite Armor","SFArmor","SFArmor","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","0","272160","40","1","Armor made of Hexolite. Possesses overwhelming durability and defense.",,,"https://paldeck.cc/items/SFArmor","!give SFArmor:9999","!giveme SFArmor:9999"
,"Hexolite Armor +1","SFArmor_2","SFArmor_2","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","1","341620","40","1","Armor made of Hexolite. Possesses overwhelming durability and defense.",,,"https://paldeck.cc/items/SFArmor_2","!give SFArmor_2:9999","!giveme SFArmor_2:9999"
,"Hexolite Armor +2","SFArmor_3","SFArmor_3","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","2","414240","40","1","Armor made of Hexolite. Possesses overwhelming durability and defense.",,,"https://paldeck.cc/items/SFArmor_3","!give SFArmor_3:9999","!giveme SFArmor_3:9999"
,"Hexolite Armor +3","SFArmor_4","SFArmor_4","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","3","480100","40","1","Armor made of Hexolite. Possesses overwhelming durability and defense.",,,"https://paldeck.cc/items/SFArmor_4","!give SFArmor_4:9999","!giveme SFArmor_4:9999"
,"Hexolite Armor +4","SFArmor_5","SFArmor_5","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","4","552720","40","1","Armor made of Hexolite. Possesses overwhelming durability and defense.",,,"https://paldeck.cc/items/SFArmor_5","!give SFArmor_5:9999","!giveme SFArmor_5:9999"
,"Cold Resistant Hexolite Armor","SFArmorCold","SFArmorCold","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","0","280800","35","1","Improved Hexolite Armor. Useful for surviving in cold climates.",,,"https://paldeck.cc/items/SFArmorCold","!give SFArmorCold:9999","!giveme SFArmorCold:9999"
,"Cold Resistant Hexolite Armor +1","SFArmorCold_2","SFArmorCold_2","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","1","351980","40","1","Improved Hexolite Armor. Useful for surviving in cold climates.",,,"https://paldeck.cc/items/SFArmorCold_2","!give SFArmorCold_2:9999","!giveme SFArmorCold_2:9999"
,"Cold Resistant Hexolite Armor +2","SFArmorCold_3","SFArmorCold_3","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","2","427200","40","1","Improved Hexolite Armor. Useful for surviving in cold climates.",,,"https://paldeck.cc/items/SFArmorCold_3","!give SFArmorCold_3:9999","!giveme SFArmorCold_3:9999"
,"Cold Resistant Hexolite Armor +3","SFArmorCold_4","SFArmorCold_4","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","3","494780","40","1","Improved Hexolite Armor. Useful for surviving in cold climates.",,,"https://paldeck.cc/items/SFArmorCold_4","!give SFArmorCold_4:9999","!giveme SFArmorCold_4:9999"
